event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
ETH1,1997-01-15,1997,3,Strategic developments,Strategic developments,Change to group/activity,SPLM/A: Sudan People's Liberation Movement/Army,NA,Rebel group,NA,NA,NA,Rebel group only,NA,231,Eastern Africa,Ethiopia,Gambela,Agnewak,Gambela town,Gambella,8.2503,34.5878,1,Guardian (United Kingdom),International,"Movement of forces: SPLA allowed to set up bases and move unhindered through Ethiopian territory; rebels continue to insist that Ethiopian government not involved in the fighting, however.",0,NA,1659390003
ETH2,1997-02-10,1997,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),Civilians (International),Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Harari,Harari,Abadir,Harar,9.3122,42.1238,1,Reuters,International,Grenade attack by unknown attackers wounds foreign tourists and Ethiopians,2,NA,1618529747
ETH3,1997-02-15,1997,3,Strategic developments,Strategic developments,Headquarters or base established,SPLM/A: Sudan People's Liberation Movement/Army,NA,Rebel group,NA,NA,NA,Rebel group only,NA,231,Eastern Africa,Ethiopia,Gambela,Agnewak,Gambela town,Gambella,8.2503,34.5878,1,All Africa,International,SPLA maintain office and base in Gambella,0,NA,1659390003
ETH4,1997-03-21,1997,1,Political violence; Demonstrations,Protests,Excessive force against protesters,Protesters (Ethiopia),Students (Ethiopia),Protesters,Police Forces of Ethiopia (1991-2018),NA,State forces,State forces-Protesters,Civilian targeting,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,All Africa,International,Students stage demonstration; security forces use violence and illegal detention towards the protesters,0,NA,1618529973
ETH5,1997-03-30,1997,1,Demonstrations,Protests,Peaceful protest,Protesters (Ethiopia),NA,Protesters,NA,NA,NA,Protesters only,NA,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,All Africa,International,Opposition groups stage protest over land redistribution in Amhara regional state,0,NA,1618530094
ETH7,1997-04-12,1997,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (International),Civilians (Ethiopia),Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,Local Source; All Africa,International,Grenade attack at expensive Italian restaurant,0,NA,1618530169
ETH6,1997-04-12,1997,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),NA,Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,All Africa,International,"Explosion at Tigray hotel leaves one dead, many injured",1,NA,1618530159
ETH8,1997-04-14,1997,1,Political violence,Explosions/Remote violence,Grenade,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),NA,Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,Reuters,International,Grenade attack wounds civilians in supermarket,0,NA,1618530181
ETH9,1997-04-26,1997,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Ethiopia),NA,Political militia,Civilians (Ethiopia),NA,Civilians,Political militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Dire Dawa,Dire Dawa urban,Gende Kore,Dire Dawa,9.6008,41.8499,1,Reuters,International,Bomb attack in bar leaves 11 injured; unknown perpetrators,0,NA,1618530190
ETH10,1997-05-08,1997,1,Political violence,Violence against civilians,Attack,Police Forces of Ethiopia (1991-2018),NA,State forces,Civilians (Ethiopia),NA,Civilians,State forces-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Addis Ababa,Region 14,Lideta,Addis Ababa,9.025,38.7469,1,Reuters,International,Police kill civilian and claim he was involved in violent underground group; human rights groups claim he was innocent,1,NA,1618529630
ETH11,1997-05-15,1997,1,Political violence,Violence against civilians,Attack,Orthodox Christian Militia (Ethiopia),NA,Identity militia,Civilians (Ethiopia),Evangelical Christian Group (Ethiopia),Civilians,Identity militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,South Ethiopia Region,Gamo,Arba Minch town,Arba Minch,6.0333,37.55,1,Reuters,International,A number of evangelical Christians killed by Orthodox Christians,0,NA,1698704554
ETH13,1997-06-12,1997,1,Political violence,Violence against civilians,Attack,Military Forces of Ethiopia (1991-2018),NA,State forces,Civilians (Somalia),NA,Civilians,State forces-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Oromia,East Hararge,Kersa,Kersa,9.455,41.8664,2,All Africa; Local Source,International,"Ethiopian military attacks Somali districts, takes them over; Somali National Front alleges that the Ethiopian troops attacked and killed women and children",16,NA,1618529660
ETH12,1997-06-12,1997,1,Political violence,Battles,Government regains territory,Military Forces of Ethiopia (1991-2018),SNF: Somali National Front,State forces,AIAI: Al-Itihad Al-Islamia,NA,Rebel group,State forces-Rebel group,NA,231,Eastern Africa,Ethiopia,Oromia,East Hararge,Kersa,Kersa,9.455,41.8664,2,All Africa,International,"Ethiopian military attacks Somali districts, takes them over from Somali National Front",0,NA,1618529651
ETH15,1997-06-30,1997,1,Political violence,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),NA,Identity militia,Civilians (Ethiopia),Merrile Ethnic Group (Ethiopia),Civilians,Identity militia-Civilians,Civilian targeting,231,Eastern Africa,Ethiopia,Sidama,Sidama,Hawasa town,Hawasa,7.0621,38.4764,2,Reuters,International,"Turkana raiders attack Merrile camp, kill women and children. Unknown fatalities.",3,NA,1627334918
ETH16,1997-06-30,1997,1,Political violence,Battles,Armed clash,Turkana Ethnic Militia (Kenya),NA,Identity militia,Geleb Ethnic Militia (Ethiopia),Merrile Ethnic Militia (Kenya),Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Sidama,Sidama,Hawasa town,Hawasa,7.0621,38.4764,1,Reuters,International,24 Kenyan tribesmen were killed in a revenge attack on an Ethiopian tribe.,24,NA,1627334918
ETH14,1997-06-30,1997,1,Political violence,Battles,Armed clash,Turkana Ethnic Militia (Kenya),NA,Identity militia,Merrile Ethnic Militia (Ethiopia),NA,Identity militia,Identity militia-Identity militia,NA,231,Eastern Africa,Ethiopia,Oromia,Borena,Moyale,Moyale,3.5391,39.049,2,Reuters,International,"Merille launch counter-attack, kill Kenyan Turkana raiders",24,NA,1552577679
ETH17,1997-07-15,1997,3,Political violence,Battles,Armed clash,Police Forces of Ethiopia (1991-2018),NA,State forces,OLF: Oromo Liberation Front,NA,Rebel group,State forces-Rebel group,NA,231,Eastern Africa,Ethiopia,Oromia,West Shewa,Toke Kutaye,Jeldu,9.0167,37.6667,1,All Africa,International,OLF attacks village and kills police officers,2,NA,1613075981
